Disease,NCT Number,Study Title,Study URL,Study Results,Sex,Age,Phases,Conditions 1,Conditions 2,Conditions 3,Conditions 4,Conditions 5,Interventions 1,Interventions 2,Interventions 3,Interventions 4,Interventions 5,Locations_1,Locations_2,Locations_3,Principal Investigators 1,Principal Investigators 2,Principal Investigators 3,,
Hypothyroidism,NCT02317926,Desiccated Thyroid Extract Versus Synthetic T3/T4 Combination (ThyrolarTM) Versus L-T4 Alone in the Therapy of Primary Hypothyroidism With Special Attention to the Gene Polymorphism,https://clinicaltrials.gov/study/NCT02317926,NO,ALL,"ADULT, OLDER_ADULT",,Hypothyroidism,,,,,DRUG: Levothyroxine,DRUG: Levothyroxine Plus Liothyronine,DRUG: Desiccated Thyroid Extract,,,"Walter Reed National Military Medical Center, Besthesda, Maryland, 20889, United States",,,,,,,
Hypothyroidism,NCT04098991,Improving White Matter Integrity With Thyroid Hormone,https://clinicaltrials.gov/study/NCT04098991,NO,ALL,ADULT,,Hypothyroidism,,,,,DRUG: Levothyroxine,,,,,"University of Illinois at Chicago, Chicago, Illinois, 60612, United States",,,Olusola A Ajilore,,,,
Hypothyroidism,NCT03988517,Comparing Two-time Points of Thyroid Hormone Replacement During the Holy Month of Ramadan,https://clinicaltrials.gov/study/NCT03988517,NO,ALL,"ADULT, OLDER_ADULT",,Hypothyroidism,,,,,OTHER: timing of receiving the drug,,,,,"Hamad General Hospital, Doha, 3050, Qatar",,,,,,,
Hypothyroidism,NCT01744743,Preconceptional Thyroid Screening and Childhood Nerocognitive Function,https://clinicaltrials.gov/study/NCT01744743,NO,FEMALE,ADULT,,Hypothyroidism,,,,,PROCEDURE: levothyroxine,,,,,"Obstetrics and Gynecology Hospital, Fudan University, Shanghai, Shanghai, 200011, China",,,Xiaotian Li,,,,
Hypothyroidism,NCT01921452,Study to Verify Clinical Utility of Point-of-Care (POC) Thyroid Stimulating Hormone (TSH) Test Kits as Compared to Third Generation TSH Test Kit,https://clinicaltrials.gov/study/NCT01921452,YES,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE4,Hypothyroidism,,,,,DEVICE: Quantitative POC TSH Kit,DEVICE: Qualitative POC TSH Kit,DEVICE: Third generation TSH Kit,,,"Research site, Shanghai, China",,,Medical Responsible,,,,
Hypothyroidism,NCT03053115,Combined Replacement Therapy With Levothyroxine and Liothyronine in Thyroidectomized Patients,https://clinicaltrials.gov/study/NCT03053115,NO,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,Hypothyroidism,,,,,DRUG: Liothyronine,DRUG: Levothyroxin,DRUG: Placebos,,,"AziendaUSLModena, Modena, 41126, Italy",,,,,,,
Hypothyroidism,NCT01744769,Effects of Thyroid Hormone Withdrawal on Metabolic Parameters During Radioactive Iodine Therapy in Thyroid Cancer,https://clinicaltrials.gov/study/NCT01744769,NO,ALL,"ADULT, OLDER_ADULT",,Hypothyroidism,,,,,,,,,,"Konkuk University Medical Center, Seoul, 143-729, Korea, Republic of",,,Suk Kyeong Kim,,,,
Hypothyroidism,NCT00111735,Thyroxine Titration Study,https://clinicaltrials.gov/study/NCT00111735,NO,ALL,"ADULT, OLDER_ADULT",PHASE4,Hypothyroidism,,,,,DRUG: Thyroxine,,,,,"Sir Charles Gairdner Hospital, Nedlands, Western Australia, 6009, Australia",,,,,,,
Hypothyroidism,NCT01916304,Study of Dose Adjustment From Levothyroxine to a New Levothyroxine Sodium Test Formulation,https://clinicaltrials.gov/study/NCT01916304,YES,ALL,"ADULT, OLDER_ADULT",PHASE2,Hypothyroidism,,,,,DRUG: Levothyroxine sodium new formulation,,,,,"Leuven, Belgium",,,Medical Responsible,,,,
Hypothyroidism,NCT01647750,Study of Optimal Replacement of Thyroxine in the Elderly,https://clinicaltrials.gov/study/NCT01647750,NO,ALL,OLDER_ADULT,PHASE4,Hypothyroidism,,,,,DRUG: Levothyroxine,DRUG: Levothyroxine,,,,"Bensham Hospital, Gateshead, Tyne and Wear, NE8 4YL, United Kingdom","Clinical Research Facility, Newcastle upon Tyne, Tyne and Wear, NE1 4LP, United Kingdom",,Salman Razvi,,,,
Hypothyroidism,NCT01536678,Bioequivalence of Two Levothyroxine Tablet Formulations in Healthy Indian Volunteers,https://clinicaltrials.gov/study/NCT01536678,NO,MALE,ADULT,PHASE4,Hypothyroidism,,,,,DRUG: Levothyroxine,DRUG: Levothyroxine,,,,"GSK Investigational Site, Hyderabad, 500051, India",,,Clinical Trials,,,,
Hypothyroidism,NCT00287144,Post Partum Thyroiditis 2: Long Term Observations,https://clinicaltrials.gov/study/NCT00287144,NO,FEMALE,"CHILD, ADULT, OLDER_ADULT",,Hypothyroidism,,,,,,,,,,"Sykehuset Telemark HF, Skien, 3710, Norway",,,Janna Berg,,,,
Hypothyroidism,NCT03823859,Metabolomics of Thyroid Hormones,https://clinicaltrials.gov/study/NCT03823859,NO,ALL,"ADULT, OLDER_ADULT",,Central Hypothyroidism,Hypothyroidism,Hyperthyroidism,,,DIAGNOSTIC_TEST: Indirect calorimetry,DIAGNOSTIC_TEST: Dual energy X-ray Absorptiometry (DXA),DIAGNOSTIC_TEST: Blood sampling,,,"University Hospital Basel, Department of Endocrinology, Basel, BS, 4031, Switzerland",,,,,,,
Hypothyroidism,NCT00747760,TSH Receptor Mutations Among a Consanguineous Community,https://clinicaltrials.gov/study/NCT00747760,NO,ALL,"CHILD, ADULT, OLDER_ADULT",,Hypothyroidism,,,,,,,,,,"Samuell Refetoff, Chicago, Illinois, 60637-1470, United States","Ha'Emek Medical Center, Afula, 18101, Israel",,Yardena Tenenbaum-Rakover,Samuel Refetoff,,,
Hypothyroidism,NCT00205348,Swallowing Function Before and After Surgery for Thyroid Goiter,https://clinicaltrials.gov/study/NCT00205348,YES,ALL,"ADULT, OLDER_ADULT",,Hypothyroidism,,,,,,,,,,,,,,,,,
Hypothyroidism,NCT04712760,Congenital Hypothyroidism in Children With Eutopic Gland or Thyroid Hemiagenesis: Predictive Factors for Transient vs Permanent Hypothyroidism.,https://clinicaltrials.gov/study/NCT04712760,NO,ALL,CHILD,,Congenital Hypothyroidism,,,,,,,,,,"CHRU Nancy, Nancy, 54000, France",,,Emeline Renard,,,,
Hypothyroidism,NCT04831957,Hypothyroidism After the TAVI Procedure in Elderly Patients,https://clinicaltrials.gov/study/NCT04831957,NO,ALL,OLDER_ADULT,,Hypothyroidism,TAVI,,,,DIAGNOSTIC_TEST: Assesment of thyroÃ¯d function,,,,,"UZ brussel, Brussel, 1090, Belgium",,,,,,,
Hypothyroidism,NCT05801822,Screening of Subclinical Hypothyroidism in Pregnant Women,https://clinicaltrials.gov/study/NCT05801822,NO,FEMALE,ADULT,,Subclinical Hypothyroidism,,,,,DIAGNOSTIC_TEST: serum T.S.H level test,,,,,,,,Amira M Mahmoud,,,,
Hypothyroidism,NCT05276856,Recovery Rate in Secondary Hypothyroidism,https://clinicaltrials.gov/study/NCT05276856,NO,ALL,"ADULT, OLDER_ADULT",,Secondary Hypothyroidism,,,,,DRUG: Levothyroxine,,,,,,,,,,,,
Hypothyroidism,NCT03036956,The Prevalence of Sub Clinical Hypothyroidism During Early Pregnancy in Pakistan,https://clinicaltrials.gov/study/NCT03036956,NO,FEMALE,ADULT,,Subclinical Hypothyroidism,,,,,,,,,,"Isra University hospital, Hyderabad, 71800, Pakistan","Pakistam Insititute of Medical science, Islamabad, 144001, Pakistan","Atia Hospital Hospital, Karachi, 75100, Pakistan",,,,,
Hypothyroidism,NCT03465176,The Effect of Aroma on Fatigue Scores Among Women With Hypothyroidism,https://clinicaltrials.gov/study/NCT03465176,NO,FEMALE,ADULT,,Fatigue,Hypothyroidism,,,,OTHER: Aromatherapy Blend,OTHER: Placebo,,,,"Franklin Institute of Wellness, Franklin, Tennessee, 37067, United States",,,,,,,
Hypothyroidism,NCT05316922,TSH Suppression During Radiotherapy on Thyroid Site to Prevent Iatrogenic Hypothyroidism in Pediatric Cancer Patients,https://clinicaltrials.gov/study/NCT05316922,NO,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,Hypothyroidism; Irradiation,,,,,DRUG: Levothyroxine,,,,,"Fondazione IRCCS Istituto Nazionale dei Tumori, Milan, 20133, Italy",,,,,,,
Hypothyroidism,NCT05371262,Influence of Initial Levothyroxine Dose on Neurodevelopmental and Growth Outcomes in Congenital Hypothyroidism,https://clinicaltrials.gov/study/NCT05371262,NO,ALL,CHILD,PHASE4,Congenital Hypothyroidism,,,,,DRUG: Levothyroxin,,,,,,,,Mariacarolina Salerno,,,,
Hypothyroidism,NCT02430857,Osteopathy and Latent Hypothyroidism,https://clinicaltrials.gov/study/NCT02430857,NO,FEMALE,"ADULT, OLDER_ADULT",,Latent Hypothyroidism,,,,,OTHER: OMT,,,,,,,,Emanuel Diekmann,,,,
Hypothyroidism,NCT04288115,Discontinuation of Levothyroxine Therapy for Patients With Subclinical Hypothyroidism,https://clinicaltrials.gov/study/NCT04288115,YES,ALL,"ADULT, OLDER_ADULT",PHASE4,Subclinical Hypothyroidism,,,,,DRUG: Levothyroxine,OTHER: Placebo,,,,"Central Arkansas Veterans Healthcare System Eugene J. Towbin Healthcare Center, Little Rock, AR, North Little Rock, Arkansas, 72114-1706, United States",,,Spyridoula Maraka,,,,
Hypothyroidism,NCT04784208,A Study to Determine the Validity and Sensitivity of 'Questionnaire to Screen for HYpothyroidism' (Q'SHY),https://clinicaltrials.gov/study/NCT04784208,NO,ALL,"ADULT, OLDER_ADULT",,Hypothyroidism,Healthy,,,,DIAGNOSTIC_TEST: Blood test for Thyroid stimulating hormone (TSH),,,,,"Diabecare, Mumbai, Maharashtra, 400706, India","Center for Diabetes and Endocrine care, Bangalore, 560043, India","Apollo Excelcare Hospital, Guwahati, 781033, India",Shivani Acharya,,,,
Hypothyroidism,NCT05228184,Use of TirosintÂ®-SOL or Tablet Formulations of Levothyroxine in Pediatric Patients With Congenital Hypothyroidism (CH),https://clinicaltrials.gov/study/NCT05228184,NO,ALL,CHILD,PHASE4,Congenital Hypothyroidism,,,,,DRUG: TirosintÂ®-SOL,DRUG: Levothyroxine Sodium,,,,"Children's Hospital of Los Angeles, Los Angeles, California, 90027, United States","CHOC Children's Hospital, Orange, California, 92868, United States","University of California San Francisco, San Francisco, California, 94143, United States",Giuseppe Mautone,,,,
Hypothyroidism,NCT01997554,Validation of a New TSH Test,https://clinicaltrials.gov/study/NCT01997554,NO,ALL,"ADULT, OLDER_ADULT",,Sub-clinical Hypothyroidism,Hypothyroidism,Euthyroidism,,,OTHER: Blood sample,,,,,"Centre Hospitalier de ChambÃ©ry, ChambÃ©ry, 73000, France","Centre Hospitalier Lyon Sud, Pierre-BÃ©nite, 69495, France",,,,,,
Hypothyroidism,NCT01280292,"Central Hypothyroidism, a Novel Laboratory Measurement",https://clinicaltrials.gov/study/NCT01280292,NO,ALL,"ADULT, OLDER_ADULT",,Central Hypothyroidism,,,,,DRUG: Eltroxin,,,,,,,,Ruth Percik,,,,
Hypothyroidism,NCT05682482,LT4/LT3 Combination Therapy Versus LT4 Monotherapy in Patients With Autoimmune Hypothyroidism.,https://clinicaltrials.gov/study/NCT05682482,NO,ALL,"ADULT, OLDER_ADULT",PHASE3,Autoimmune Hypothyroidism,,,,,DRUG: LT3 (liothyronine),DRUG: Placebo,,,,"Amsterdam UMC - Location AMC, Amsterdam, Netherlands","Rijnstate, Arnhem, Netherlands","Van Weel-Bethesda Hospital, Dirksland, Netherlands",,,,,
Hypothyroidism,NCT02090907,Effects of Levothyroxine on Endothelial Function of Patients With Subclinical Hypothyroidism,https://clinicaltrials.gov/study/NCT02090907,NO,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,Subclinical Hypothyroidism,,,,,DRUG: Levothyroxine,DRUG: Placebo,,,,"Khorshid endocrinology clinic, Isfahan, Iran, Islamic Republic of",,,Nasmi Niknam,,,,
Hypothyroidism,NCT01801033,Effects of Thyroid Hormone Enzyme Blocking on Hypothyroidism,https://clinicaltrials.gov/study/NCT01801033,NO,ALL,"ADULT, OLDER_ADULT",,Hypothyroidism,Thyroidectomy,,,,,,,,,,,,Francesco S Celi,,,,
Hypothyroidism,NCT02399475,Mechanistic Study of Subclinical Hypothyroidism In the Elderly,https://clinicaltrials.gov/study/NCT02399475,YES,ALL,OLDER_ADULT,,Subclinical Hypothyroidism,,,,,DRUG: Levothyroxine,DRUG: Liothyronine,DRUG: Thyrotropin-Releasing Hormone,,,"University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States",,,Anne R Cappola,,,,
Hypothyroidism,NCT00962221,Lipids Profile in Subclinical Hypothyroidism,https://clinicaltrials.gov/study/NCT00962221,NO,ALL,"ADULT, OLDER_ADULT",,Subclinical Hypothyroidism,,,,,PROCEDURE: laboratory analysis,,,,,"Endocrine Institute, Haemek Medical Center, Afula, 18101, Israel",,,Rafael Luboshitzky,Manfredi Rizzo,Giatgen Spinas,,
Hypothyroidism,NCT02689609,Post-radiation Hypothyroidism After IMRT for Nasopharyngeal Carcinoma,https://clinicaltrials.gov/study/NCT02689609,NO,ALL,"ADULT, OLDER_ADULT",,Hypothyroidism,Complications,,,,RADIATION: Intensity-modulated radiation therapy,,,,,,,,Victor  Lee,,,,
Hypothyroidism,NCT02374593,Targeted Levothyroxine Dosing in Infants With Congenital Hypothyroidism,https://clinicaltrials.gov/study/NCT02374593,YES,ALL,CHILD,,Congenital Hypothyroidism,,,,,DRUG: Levothyroxine,DEVICE: Ultrasound,,,,"Riley Hospital for Children, Indianapolis, Indiana, 46202, United States",,,Erica Eugster,,,,
Hypothyroidism,NCT01660126,Thyroid Hormone Replacement for Subclinical Hypothyroidism,https://clinicaltrials.gov/study/NCT01660126,NO,ALL,OLDER_ADULT,PHASE4,Subclinical Hypothyroidism,,,,,DRUG: Levothyroxine,DRUG: Placebo,,,,"Glasgow Royal Infirmary, NHS Greater Glasgow and Clyde, Glasgow, G31 2ER, United Kingdom",,,,,,,
Hypothyroidism,NCT05019118,Dietary Intervention With Ãšnicla Dairy Products (DANTIAN),https://clinicaltrials.gov/study/NCT05019118,NO,FEMALE,"ADULT, OLDER_ADULT",,Subclinical Hypothyroidism,,,,,OTHER: Experimental milk,OTHER: Experimental yogur,OTHER: Experimental fresh cheese,OTHER: Placebo milk,OTHER: Placebo yogur,"Nursing University School of Ourense, Ourense, 32005, Spain",,,Maria Reyes PÃ©rez- FernÃ¡ndez,,,,
Hypothyroidism,NCT02005250,Bone Structure and Strength Evaluated by Extreme-CT Scan Before and After Treatment of Hyper- and Hypothyroidism,https://clinicaltrials.gov/study/NCT02005250,YES,FEMALE,"ADULT, OLDER_ADULT",,Hyperthyroidism,Hypothyroidism,,,,,,,,,"Odense University Hospital, Odense, 5000, Denmark",,,Steen Bonnema,,,,
Hypothyroidism,NCT00493103,TG Gene Mutations and Congenital Hypothyroidism,https://clinicaltrials.gov/study/NCT00493103,NO,ALL,"CHILD, ADULT, OLDER_ADULT",,Congenital Hypothyroidism,,,,,,,,,,,,,Viviane Pardo,Geraldo Medeiros-Neto,,,
Hypothyroidism,NCT04734457,Final Height in Patients With CH Diagnosed by the Screening,https://clinicaltrials.gov/study/NCT04734457,NO,ALL,"CHILD, ADULT, OLDER_ADULT",,Congenital Hypothyroidism,,,,,DRUG: Levothyroxin,,,,,"Ain Shams University, Cairo, Abbasiya, 1181, Egypt",,,Wessam Mouharram,Rana Mahmoud,,,
Hypothyroidism,NCT01916018,Clinical and Genetic Analysis in Congenital Hypothyroidism Due to Thyroid Dysgenesis.,https://clinicaltrials.gov/study/NCT01916018,NO,ALL,"CHILD, ADULT, OLDER_ADULT",,Congenital Hypothyroidism,,,,,OTHER: Clinical and radiologic exams and blood samples,,,,,"Pediatric endocrinology gynecology and diabetology, HÃ´pital Necker Enfants Malades, Assistance Publique - HÃ´pitaux de Paris , UniversitÃ© Paris Descartes, INSERM unit U 845, Paris, 75015, France",,,,,,,
Hypothyroidism,NCT01739972,Desiccated Thyroid Extract and Levothyroxine for Hypothyroidism Treatment,https://clinicaltrials.gov/study/NCT01739972,NO,ALL,"ADULT, OLDER_ADULT",,Primary Hypothyroidism.,,,,,DRUG: Levothyroxine,DRUG: Desiccated thyroid extract,,,,"Walter Reed National Military Medical Center, Endocrinology, Bethesda, Maryland, 20889-5600, United States","Walter Reed National Military Medical Center, Bethesda, Maryland, 20889-5600, United States",,,,,,
Hypothyroidism,NCT05733078,Effect of Vitamin C Supplementation in Patients With Primary Hypothyroidism,https://clinicaltrials.gov/study/NCT05733078,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,Hypothyroidism,Primary Hypothyroidism,Vitamin C Deficiency,,,DRUG: Vitamin C,DRUG: Oral Rehydration Salt Formulations,,,,"Internal Medicine, College of Medicine and Health Sciences, Al Ain, Abu Dhabi, 15551, United Arab Emirates",,,Adnan Agha,,,,
Hypothyroidism,NCT03102177,"Effect of Age, Weight and Sex on Levothyroxine Pharmacokinetics",https://clinicaltrials.gov/study/NCT03102177,NO,ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,Hypothyroidism Primary,,,,,DRUG: Administration of stable Isotope labeled levothyroxine,,,,,,,,,,,,
Hypothyroidism,NCT00921050,Subclinical Hypothyroidism and Mind in the Elderly,https://clinicaltrials.gov/study/NCT00921050,NO,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,Subclinical Hypothyroidism,,,,,DRUG: levothyroxine sodium,DRUG: excipient without levothyroxine (placebo),,,,"Endocrinology, Outpatient Hospital Clinic, Monterrey, Nuevo Leon, 64460, Mexico","Community Health Center (Fomerrey 19), Monterrey, Nuevo Leon, Mexico",,Lilia Cardenas-Ibarra,Jesus Z Villarreal-Perez,,,
Hypothyroidism,NCT03496363,Hypothyroidism With Congenital Heart Disease (CHD),https://clinicaltrials.gov/study/NCT03496363,NO,ALL,CHILD,,Hypothyroidism,CHD,,,,"DIAGNOSTIC_TEST: TSH , T4",,,,,,,,,,,,
Hypothyroidism,NCT04806269,Biosignals by Wearables in Thyroid Dysfunction,https://clinicaltrials.gov/study/NCT04806269,NO,ALL,ADULT,,Thyrotoxicosis,Hypothyroidism,,,,DEVICE: Fitbit and Glandy,,,,,"Seoul National University Bundang Hospital, Seongnam-si, Gyeonggi-do, 13620, Korea, Republic of",,,,,,,
Hypothyroidism,NCT00230802,Thyroid Hormone Dose Adjustment in Pregnancy,https://clinicaltrials.gov/study/NCT00230802,YES,FEMALE,"CHILD, ADULT, OLDER_ADULT",,Pregnancy,Hypothyroidism,,,,DRUG: Anticipatory dose increase of levothyroxine,DRUG: levothyroxine,DRUG: levothyroxine,,,"Brigham and Women's Hospital, Boston, Massachusetts, 02115, United States",,,Erik Alexander,,,,
Hypothyroidism,NCT00498238,The Effect of Levothyroxine on Arterial Stiffness and Lipid Profile in Patients With Subclinical Hypothyroidism,https://clinicaltrials.gov/study/NCT00498238,NO,ALL,"ADULT, OLDER_ADULT",,Subclinical Hypothyroidism,,,,,DRUG: Levothyroxine,,,,,,,,Ronit Koren,,,,
Hypothyroidism,NCT04988802,The Effect of Dietary Supplements for Pregnant Women on Levothyroxine Absorption,https://clinicaltrials.gov/study/NCT04988802,NO,FEMALE,"ADULT, OLDER_ADULT",,Hypothyroidism Primary,,,,,DIETARY_SUPPLEMENT: Prenatal Nutrients Solgar,OTHER: Placebo,,,,"Dubrava University Hospital, Zagreb, Grad Zagreb, 10000, Croatia",,,,,,,
Hypothyroidism,NCT04648722,Higher Levothyroxine Requirements After Right-side Hemithyroidectomy,https://clinicaltrials.gov/study/NCT04648722,NO,ALL,"ADULT, OLDER_ADULT",,Hemithyroidectomy,Hypothyroidism,,,,PROCEDURE: Hemithyroidectomy,,,,,"Medical University of Vienna, Vienna, 1090, Austria",,,Lana Kosi-Trebotic,,,,
Hypothyroidism,NCT04767763,Thyroid Function in Critically Ill Patients With Acute Kidney Injury,https://clinicaltrials.gov/study/NCT04767763,NO,ALL,"CHILD, ADULT, OLDER_ADULT",,Secondary Hypothyroidism,,,,,"DIAGNOSTIC_TEST: Assessment of TSH, fT3, fT4,TRH, TT3, TT4, rT3 in patients with CVVHDF",,,,,"Medical University of Gdansk - Departament of Anesthesiology and Intensive Care, GdaÅ„sk, Pomorskie, 80-214, Poland",,,,,,,
Hypothyroidism,NCT01838031,Thyroid Screening Protocol During Pregnancy: a Multi-center Prospective Controlled Study,https://clinicaltrials.gov/study/NCT01838031,NO,FEMALE,ADULT,,Subclinical Hypothyroidism,,,,,OTHER: thyroid screening,,,,,"Peking Union Medical College Hospital, Beijing, Beijing, 100730, China",,,Liangkun Ma,,,,
Hypothyroidism,NCT03094416,Levothyroxine Sodium in Thyroidectomized Patients Taking Proton Pump Inhibitors,https://clinicaltrials.gov/study/NCT03094416,YES,ALL,"ADULT, OLDER_ADULT",PHASE4,Hypothyroidism;Postablative,,,,,DRUG: levothyroxine sodium capsule,DRUG: Proton pump inhibitor (PPI),DRUG: Levothyroxine Sodium (LT4) Tablets,,,"California Head and Neck Specialists, La Jolla, California, 92037, United States","Coastal Metabolic Research Centre, Ventura, California, 93003, United States","Washington Hospital Center, Washington, District of Columbia, 20010-2975, United States",Kenneth D Burman,,,,
Hypothyroidism,NCT01145040,NOMOTHETICOS: Nonlinear Modelling of Thyroid Hormones' Effect on Thyrotropin Incretion in Confirmed Open-loop Situation,https://clinicaltrials.gov/study/NCT01145040,NO,ALL,"CHILD, ADULT, OLDER_ADULT",,Hypothyroidism,Hyperthyroidism,,,,,,,,,"Klinikum Ludwigsburg-Bietigheim, Bietigheim, BW, D-74321, Germany","Institute for diagnostical radiology, interventional radiology and nuclear medicine, Bergmannsheil University Hospitals, Ruhr University of Bochum, Bochum, NRW, D-44789, Germany","Medical Hospital I, Bergmannsheil University Hospitals, Ruhr University of Bochum, Bochum, NRW, D-44789, Germany",Johannes W Dietrich,Harald H Klein,Johannes W Dietrich,,
Hypothyroidism,NCT01204359,The Prospective Study of Standard Treatment of Graves Disease Iodine 131 and Prevention of Adverse Reactions,https://clinicaltrials.gov/study/NCT01204359,NO,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,Hypothyroidism,Exophthalmos,,,,RADIATION: Iodine 131,,,,,"Sun Yat-sen Memorial Hospital, Guangzhou, Guangdong, 510120, China","Ningyi Jiang, Guangzhou, China",,#NAME?,,,,
